QC_Result,Filename,TIC_RSD_TopGroupWindow,TIC_RSD_WindowBest,Summed_TIC,TIC_Time,TIC_RSD_Window
fail,BLANK_LC-PS_R-2_Proj-solventmatrix_PS_Splash-BLANK_LC-PS_R-2_PS_Splash.dam,37.29,36.69,18440,4.13,"[39.063948752068825, 39.257720342373744, 38.68238646540609, 39.429804613886496, 39.429804613886496, 39.109144229165416, 38.56794153503507, 37.90284550621454, 37.22566079696883, 37.36387195169101, 37.69342306145687, 37.678476482306195, 38.65959454088798, 37.079666411717405, 36.69234187437615, 41.12791146822673]"
fail,20250916_124CHCl3MeOHIPA_BrainLipidEx_LC-TG_R-3_Op-TGL_Proj-solventmatrix_TG_18-0_Splash.dam,25.12,21.88,69120,5.37,"[21.880843773156702, 24.976152439131265, 28.489308322705465]"
fail,BLANK_LC-TG_R-4_Proj-solventmatrix_TG_18-0_Splash-BLANK_LC-TG_R-4_TG_18-0_Splash.dam,,,5120,5.37,[]
fail,20250916_12CHCl3MeOH_BrainLipidEx_LC-PE_R-1_Op-TGL_Proj-solventmatrix_PE_withSPLASH.dam,,,30240,4.52,[]
pass,20250916_124CHCl3MeOHIPA_BrainLipidEx_LC-PC_R-2_Op-TGL_Proj-solventmatrix_PC_withSPLASH.dam,1.74,1.68,35723960,5.49,"[2.422440962140537, 1.6792152413796162, 1.6956956484032861, 1.6811094980358685, 1.7610248972157416, 1.8082484270629373, 1.8253359320105786, 1.9281753288896561, 2.0214923334569814, 2.048887061040667, 2.108534429096313, 2.1171462261572933, 2.479047157840502, 2.4586346150286778]"
pass,20250916_21MeOHACN_BrainLipidEx_LC-PS_R-3_Op-TGL_Proj-solventmatrix_PS_Splash.dam,3.53,3.33,3199680,4.13,"[4.366056301236732, 4.296846964889381, 4.213479419569551, 3.83274590525477, 3.8333832551665727, 4.077201198243134, 4.084030256503586, 3.9733576489506097, 3.89389061144825, 3.9186199657963923, 3.9360738142261633, 3.9333321565908133, 3.479783221058753, 3.361314640839309, 3.3401569607585446, 3.3318814195229853]"
fail,BLANK_LC-PC_R-1_Proj-solventmatrix_PC_withSPLASH-BLANK_LC-PC_R-1_PC_withSPLASH.dam,,,93200,5.49,[]
pass,20250916_12CHCl3MeOH_BrainLipidEx_LC-Cer_R-1_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,12.59,12.33,235320,3.57,"[12.43150634662338, 12.468798295842346, 12.33107480706547, 12.325683036831277, 13.216349221297602, 13.026514301418551, 12.971266626814193, 13.27650219377643, 13.277793997835314, 13.310579694967025, 13.285422941217861, 13.296521941987521, 13.3185800409305, 13.121665737469906, 13.301720261408931, 13.559717077050735]"
pass,20250916_124CHCl3MeOHIPA_BrainLipidEx_LC-PS_R-2_Op-TGL_Proj-solventmatrix_PS_Splash.dam,7.22,7.08,622840,4.13,"[7.628708916738387, 7.594737523411868, 7.508680913010418, 7.496231057835629, 7.2525341338034375, 7.312591795096973, 7.213773682371233, 7.213773682371233, 7.309436157851887, 7.274033956578208, 7.078810655259604, 7.472506256199842, 7.423627247347245, 7.366949121637237, 7.418361540914377, 7.589070084114918]"
pass,20250916_532MeOHIPAACN_BrainLipidEx_LC-PE_R-2_Op-TGL_Proj-solventmatrix_PE_withSPLASH.dam,16.39,15.73,1142000,4.52,"[19.902820092814633, 18.79463172871929, 18.615228526840006, 18.25491449925774, 17.271648145493987, 17.139254075369585, 16.81416685968999, 16.793536121610373, 16.701248118324504, 16.734598054907796, 16.64260243388329, 15.731325979620655, 15.742506269802748, 17.460787441036224]"
pass,20250916_21MeOHACN_BrainLipidEx_LC-PE_R-1_Op-TGL_Proj-solventmatrix_PE_withSPLASH.dam,15.37,13.04,5884280,4.52,"[13.044673236682383, 14.037073195642694, 14.99658469324576, 15.841637203083597, 16.645340268034996, 17.661766597671498, 18.419019899404194, 19.29329062510929, 20.071626487613113, 20.582226801898237, 21.183866332818724, 21.64263362490527, 22.19395708266862]"
pass,20250916_12CHCl3MeOH_BrainLipidEx_LC-Cer_R-2_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,11.16,10.91,255120,3.57,"[10.914562463162621, 11.381409212607778, 11.539650048850412, 11.258173831157105, 11.34104366684591, 11.341043666845913, 11.165975531047629, 11.001808304842848, 11.360830181012114, 11.317902804425128, 11.39682700006735, 11.288845056737495, 11.526290332066734, 11.30189823334166, 11.594101929746218, 11.458953250286285]"
pass,20250916_532MeOHIPAACN_BrainLipidEx_LC-Cer_R-1_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,10.64,10.26,676160,3.57,"[10.258337890917279, 10.784008315274672, 10.730545539280126, 10.806308024799398, 10.80970276540249, 10.824490128408947, 10.659403209894956, 10.669351943549048, 10.72463999493634, 11.089752488015563, 11.070257011383722, 11.147290553696177, 11.116805993102046, 11.099631728411655, 11.387105465381127, 11.16542583940481]"
pass,20250916_532MeOHIPAACN_BrainLipidEx_LC-PS_R-1_Op-TGL_Proj-solventmatrix_PS_Splash.dam,6.91,6.87,1356680,4.13,"[6.870455806596465, 6.8667781706090825, 6.909074859488894, 6.882696478638299, 6.89619357442805, 7.039042196134217, 7.03895774435181, 7.053662737072712, 7.134757317367432, 7.524192501054001, 7.637028607175497, 7.638437987397934, 7.548783526971309, 7.4149409181714185, 7.495644094070698, 7.335955210465864]"
pass,20250916_21MeOHACN_BrainLipidEx_LC-Cer_R-3_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,7.69,7.53,477640,3.57,"[8.328085238975596, 8.098995114192572, 8.133565261327469, 7.975779638691338, 7.750417044424555, 7.559817444892364, 7.5331832431402095, 7.539115486262076, 7.764613859632433, 8.137650720385597, 8.156452333186683, 8.218791730855386, 8.655017105534132, 8.608674113457122, 8.622399479859169, 8.573317969667341]"
pass,20250916_21MeOHIPA_BrainLipidEx_LC-PE_R-3_Op-TGL_Proj-solventmatrix_PE_withSPLASH.dam,7.98,7.81,3011560,4.52,"[7.813510774394494, 7.822072119706521, 7.810607448112644, 7.938018762619284, 8.236698097717063, 8.282430006017844, 8.536726257552262, 8.674248799358352, 8.695278025835945, 8.889282974025745, 8.965021597706672, 8.976558102471968, 8.878687919585388, 12.751527274548524]"
pass,20250916_532MeOHIPAACN_BrainLipidEx_LC-TG_R-2_Op-TGL_Proj-solventmatrix_TG_18-0_Splash.dam,16.5,16.11,224280,5.37,"[18.49810981330112, 18.508758005805458, 18.03417039524223, 17.398700000838677, 17.418552780823923, 17.831244541109378, 16.68986558308184, 16.108742356247234, 16.154413005057584, 16.14516952193478, 16.516967429406307, 17.697507843427196, 17.778097725263603, 17.690217858802132, 17.355675809022266, 17.3946733262326]"
fail,BLANK_LC-PE_R-3_Proj-solventmatrix_PE_withSPLASH-BLANK_LC-PE_R-3_PE_withSPLASH.dam,,,22960,4.52,[]
pass,20250916_21MeOHACN_BrainLipidEx_LC-PE_R-2_Op-TGL_Proj-solventmatrix_PE_withSPLASH.dam,2.9,2.71,5115440,4.52,"[6.106106103696727, 4.737663112341503, 3.1504135714264874, 3.108830721883267, 3.076956993440402, 3.0726762837810053, 3.0383651007656294, 3.057974588183119, 2.924624148199373, 2.8928942327525946, 3.0893919775805463, 2.746917069146141, 2.7120294111985013, 12.962931991226784]"
pass,20250916_12CHCl3MeOH_BrainLipidEx_LC-Cer_R-3_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,11.69,11.49,243720,3.57,"[11.843897795733984, 11.708698733013948, 11.690725578982894, 11.572813308922493, 12.099935498592831, 11.49442140975979, 11.96381163826191, 11.849259814464553, 12.01973131034388, 12.303740034209696, 12.393156010930053, 12.157689048941489, 12.138012945362844, 12.13255360285388, 12.32291586891206, 12.445348266051433]"
pass,20250916_21MeOHIPA_BrainLipidEx_LC-PC_R-3_Op-TGL_Proj-solventmatrix_PC_withSPLASH.dam,1.67,1.5,106739160,5.49,"[3.840722107942248, 3.329265465169182, 2.991803120441911, 2.7440507078574714, 2.6092823548086206, 2.3958954994437467, 2.255788587582165, 2.106351968296657, 2.0030519395976842, 1.8634031622658154, 1.7777734648619314, 1.6660951158316153, 1.598870986898287, 1.4981198268110036, 1.6358916299801258]"
pass,20250916_21MeOHACN_BrainLipidEx_LC-PC_R-1_Op-TGL_Proj-solventmatrix_PC_withSPLASH.dam,8.11,7.5,135798840,5.49,"[9.97349335243691, 10.087421564324782, 9.903188921501402, 9.726245836261814, 9.47197481259808, 9.167382542442873, 9.257623326717825, 9.434003475610837, 9.06666473424952, 8.302971814076566, 8.21194169247175, 7.829096157510884, 7.777230724461856, 7.495529873797785]"
pass,20250916_21MeOHIPA_BrainLipidEx_LC-Cer_R-3_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,5.85,5.8,1142120,3.57,"[6.270778030329549, 6.342579107783984, 6.338176844940796, 6.220722813419828, 6.264071292325932, 5.800974373223388, 5.897504731412438, 5.887578927226961, 5.818938662509144, 5.835075459734433, 5.8842380588336685, 5.890797034489593, 5.984329092266279, 6.130525105353693, 6.279293725406557, 6.277386689966962]"
pass,20250916_12CHCl3MeOH_BrainLipidEx_LC-PC_R-3_Op-TGL_Proj-solventmatrix_PC_withSPLASH.dam,16.66,16.36,842120,5.49,"[16.35512091140198, 16.71062112901494, 16.72768444586509, 16.86037771340357]"
fail,20250916_12CHCl3MeOH_BrainLipidEx_LC-PC_R-1_Op-TGL_Proj-solventmatrix_PC_withSPLASH.dam,,,160480,5.49,[]
pass,20250916_532MeOHIPAACN_BrainLipidEx_LC-TG_R-1_Op-TGL_Proj-solventmatrix_TG_18-0_Splash.dam,15.6,15.42,307080,5.37,"[16.319741442330855, 16.53678432576244, 16.584971303011546, 16.602589566608593, 16.670579305325788, 17.52402929960645, 17.363061627423633, 17.297294202578538, 17.150053874377722, 16.070272371407693, 15.590095766536491, 15.779692250878751, 15.628452301922957, 15.5825624958006, 15.57464727655759, 15.419778994066544]"
pass,20250916_532MeOHIPAACN_BrainLipidEx_LC-Cer_R-2_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,8.16,8.12,656480,3.57,"[8.234093909308964, 8.222506452842056, 8.230456086416178, 8.172218996475927, 8.368811889538522, 8.364906458506693, 8.389077705536952, 8.27324666900146, 8.122086764074025, 8.268400591381932, 8.275354113348413, 8.301560708867953, 8.135238406045895, 8.189481605917738, 8.164427536040579, 8.156812560364898]"
pass,20250916_124CHCl3MeOHIPA_BrainLipidEx_LC-Cer_R-3_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,7.84,7.78,375760,3.57,"[8.840581191401665, 9.18083161689168, 9.189595321425344, 9.128009398882847, 9.178606270453049, 8.582695007299687, 7.909016756522582, 7.898558562528997, 8.036365845998445, 7.853850986831734, 7.779668384840593, 7.78837140673117, 7.793191284794203, 8.183272342519986, 8.256186856178973, 8.250850687660947]"
pass,20250916_21MeOHACN_BrainLipidEx_LC-Cer_R-1_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,8.76,8.62,559560,3.57,"[11.855720164993965, 11.418655127108805, 11.077102660973972, 10.447400131626381, 10.32286443401612, 10.537825316263774, 9.961807964050537, 9.282784532984254, 9.142964655423102, 9.364295147599904, 8.94826181538278, 8.992653457928032, 8.646444116659884, 8.710091471848754, 8.61852659064408, 8.618526590644082]"
pass,20250916_21MeOHACN_BrainLipidEx_LC-TG_R-1_Op-TGL_Proj-solventmatrix_TG_18-0_Splash.dam,8.88,8.7,501240,5.37,"[8.804380562171856, 8.717863646542538, 8.6994274632839, 8.756242817553778, 9.111416249719559, 9.40276178387507, 9.393678348414586, 9.38647967238458, 9.417853152263893, 9.531047499160717, 9.389558723480079, 9.358883522324387, 9.391792072908203, 9.16438218773335, 9.706963070465713, 9.645511252865678]"
pass,20250916_21MeOHIPA_BrainLipidEx_LC-Cer_R-1_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,15.89,14.61,960200,3.57,"[17.77980892251892, 17.44935115293501, 17.25391643334311, 16.969582603719648, 17.20104573525296, 16.842244499634575, 16.735089228204604, 16.58941920814652, 16.568833344241508, 16.797701836799078, 16.638198476690746, 16.36730094232039, 16.07503444577602, 16.125676891432768, 15.612830086523486, 14.607729457290805]"
pass,20250916_124CHCl3MeOHIPA_BrainLipidEx_LC-PS_R-1_Op-TGL_Proj-solventmatrix_PS_Splash.dam,6.58,6.4,673160,4.13,"[7.013493867538399, 6.79219178243049, 6.8078323317396165, 6.752618408069844, 6.543741268837697, 6.578874976516536, 6.585505238265131, 6.402478754268872, 6.594953756539488, 6.951515150924115, 7.115596186610724, 7.006176371140669, 7.111429022301316, 7.388990823741137, 7.857415595082095, 7.995475263842325]"
fail,20250916_124CHCl3MeOHIPA_BrainLipidEx_LC-TG_R-1_Op-TGL_Proj-solventmatrix_TG_18-0_Splash.dam,45.38,44.72,61560,5.37,"[45.837516163557176, 46.22131267480265, 46.0364242287365, 45.736037591154975, 44.71671772122249, 45.215830318769015, 45.343256216140304, 45.41556630315184, 46.37464219264036, 47.74217172490871, 48.498389694478355, 49.92423921053749, 50.350531111103905]"
pass,20250916_21MeOHACN_BrainLipidEx_LC-Cer_R-2_Op-TGL_Proj-solventmatrix_Cer_Splash.dam,7.03,6.78,457440,3.57,"[9.111379991911368, 7.558295937193246, 7.566757339595226, 7.490622922010568, 6.862406837199603, 6.7801908684433805, 7.170599365823718, 7.198804824971296, 7.234008197666193, 6.9118749166604685, 7.670985775466285, 7.706286989549533, 7.726763872094193, 7.62487781860694, 7.994929924853674, 7.9484505164622]"
pass,20250916_21MeOHIPA_BrainLipidEx_LC-TG_R-1_Op-TGL_Proj-solventmatrix_TG_18-0_Splash.dam,15.38,14.96,144120,5.37,"[20.581954624486766, 16.171191943129227, 15.429072919005819, 16.019447312602686, 16.45663425241212, 16.45663425241212, 16.434307488202087, 16.084128462765605, 15.745528327601289, 15.137237968357006, 14.959943660082997, 14.997181789061603]"
pass,20250916_532MeOHIPAACN_BrainLipidEx_LC-PC_R-3_Op-TGL_Proj-solventmatrix_PC_withSPLASH.dam,7.19,6.9,40760120,5.49,"[7.5203580123555644, 7.576569470893378, 7.730101969333823, 7.733084277652183, 7.8817001202055925, 7.59153957354408, 7.683061355545391, 7.64993856117129, 7.741433595257961, 7.575392663574686, 7.102569890713061, 6.900280625060053, 6.959374399141431, 7.083131340358655]"
